square_feet,num_bedrooms,num_bathrooms,garage_spaces,year_built,lot_size,distance_to_city_center,price
1288,4,2,1,1955,0.11202438497729306,31.670181644670073,226968.93722305098
3389,3,3,1,1960,1.3837072444558913,16.911079311243356,669332.2867056717
1877,1,2,0,1938,0.8638773026200769,31.689166212206935,254946.94212155667
2449,4,1,0,1983,0.19839439417277865,8.106487088657126,431613.87222293264
3772,4,2,1,1917,0.27148531219553057,12.044906711399124,667052.5685309405
1377,2,3,1,1996,1.0495301991326451,1.7195290354988735,352976.5982942441
4242,2,1,2,1958,0.9322575173051224,10.039912384656956,735260.5257712048
2077,1,1,2,1917,0.2928118807402791,7.405406042810371,422118.62194186763
3639,4,3,2,1997,1.3612800776102894,30.3067658528203,683683.3999915539
2992,4,1,1,1982,0.2427107032237038,47.27465410465772,608887.9176926634
3255,2,2,0,1941,0.791781699778243,11.552927793069609,478556.4851503062
2403,5,3,2,1952,0.816026796989685,7.336320927626122,521766.1866338256
1882,5,2,1,1932,1.3122284170789391,27.22898400121163,300966.2001147941
4740,2,3,1,1920,0.0821178131824597,9.872790220990574,807280.039284742
2822,3,3,0,1970,0.24785496631643877,27.54030238359138,530161.495329665
3056,4,3,2,1959,0.297484086078842,25.718231553902427,562861.059102545
2361,1,2,2,1913,0.14117802641096586,1.951124339917013,544449.4903167797
2366,5,3,1,1932,0.9656507619318843,48.25278903553832,355515.56046021526
4547,3,1,2,1903,0.38291979801956455,10.868949153993318,781548.6886808388
3675,4,2,0,1942,0.8861712601125402,44.847019600970505,581621.4722753487
1598,3,3,2,1901,1.1847876952090275,19.770890498838508,367095.49283504486
2234,4,3,0,1939,0.6423663152694387,8.760427563889099,449794.85292112303
3916,4,2,1,1949,1.1648328977786155,6.232439357923372,754772.3181465616
1180,2,1,0,1994,1.1779093984332538,26.02331750905188,167173.02600810333
2570,2,1,0,1962,0.4319634453239536,18.73052945236139,480962.16156021564
2229,1,3,0,1948,0.07282966623444409,45.95786802484013,288427.250605828
2691,1,3,0,2009,0.19975868714918188,10.870633245355453,513523.0703765303
1167,3,1,1,1993,1.24410942324765,36.45862106600061,279301.6885539678
2112,2,3,0,1963,0.6376956067704797,10.10375640012107,350870.6109381358
1180,4,1,1,1949,1.2666892233717812,43.7136071179562,205973.97765745112
1472,2,1,2,1909,0.8438957645028713,26.012325105352126,232727.00895929828
3346,4,1,2,2015,0.3362233121964799,41.72893810450007,529484.471073292
2632,2,1,2,1984,1.0827440227863048,22.43806728213257,520675.9941345407
2963,4,3,2,2013,0.8593701968172517,9.587252787393286,632112.8103301674
3029,3,2,1,2015,0.5601175576133611,27.427195426092997,566277.5358527952
3003,2,2,1,1922,0.17718964340181903,14.354944636369831,497610.5604546529
4892,5,1,2,1936,0.19833261642683847,10.046402785975422,748514.2191243772
3683,5,3,0,1971,0.3233418405122491,45.28531262479781,584651.4692777765
4533,4,2,2,1909,1.0257501229235189,28.02061274877321,835001.6833578805
3667,3,2,2,1924,1.1055585620684385,40.21529732147248,663674.7040755001
3497,4,1,2,1932,0.9648279865095951,39.02252421627493,543451.0962335682
3727,3,1,1,1916,0.539039162165283,1.052711945976528,730798.4578378475
2652,1,3,2,2014,0.6886815625751543,44.4077743499473,391512.7330938303
2228,2,2,2,1923,1.0788616780223292,38.89481435087508,386593.7283607338
2524,3,1,2,1948,1.006789851553569,14.168663412108849,441581.8755101523
829,4,1,1,2005,1.1708696198234514,12.237395623793251,361452.96713113016
2986,1,3,2,2013,0.39964945344735825,3.784532332763999,562505.7745472546
1655,4,1,2,1929,0.056508892384346365,5.532408668369548,278744.18279448553
2390,5,1,0,1964,0.4363410461584015,10.533973548356265,511754.82564848027
4977,5,1,2,1980,0.5544426233417441,1.1704005881248052,825953.5855443322
2685,2,1,1,1927,1.4427445232236726,16.47569901697681,467842.21278350527
2817,2,1,0,1912,0.3657117962978359,46.189422382101704,460719.5801785353
4121,1,3,2,1956,1.2482863085654736,28.206874422596233,681204.9538639548
4991,5,1,1,1959,0.9526417170255411,29.449498327983466,847140.8275102833
3011,3,2,0,1909,0.2929281394542123,12.603526966324598,457989.5024713105
949,5,1,1,1964,0.6350819754767606,12.030928221695572,344853.5521385206
1854,2,1,0,1983,0.7897300530156821,18.997954467770942,268261.6713445647
1793,4,2,1,1906,0.5490177372942856,13.84635192088064,325381.88973333454
2965,1,2,0,1959,0.37791767121757835,43.06177536368522,420078.7494871115
3602,5,1,2,1962,0.4166338625292876,9.69606947760728,579438.7253857164
2349,3,3,2,1995,0.8985483597366425,34.06835324899972,448621.53313563106
3675,3,2,2,1984,1.0477537762613751,24.991265943020764,711553.3750626842
4781,3,3,2,1925,0.7300083250387767,34.18454417126681,869608.9749138873
3699,1,1,0,2008,1.4155169632822575,41.90013416772111,607140.8307380602
1733,3,1,0,2016,1.106421317941964,17.72692320427622,301600.4107439454
1937,3,2,0,1970,1.3430490505574832,27.495756182407806,286854.2303004828
3852,5,2,0,1937,0.7397121421180898,25.445954420299213,797826.3575908937
4530,1,3,0,1953,0.07158024553592165,19.28903005123591,770237.8841248103
752,4,1,0,1944,0.9085022679304153,40.7853587087053,218270.75328767594
518,4,2,2,2003,1.2364761002392648,1.502765246418892,259072.17431741883
3259,3,2,0,2011,0.8279758359702212,16.195265224430912,634495.9532789906
722,2,2,1,1957,0.8734565198563183,41.772918335253706,130087.7387272545
502,1,3,1,1940,1.4637077989558531,43.7339037423342,51240.82412549737
1759,2,1,1,1944,0.580906167343742,34.98965190737628,225420.40177597574
4823,1,2,0,1990,1.2127155873637716,17.69797489039045,790484.924801675
3068,1,2,2,1933,0.7823576472408464,41.29389634821334,497208.6422295716
2385,5,2,1,1975,0.7223809555512274,5.118393555998218,501766.36097918556
1799,3,1,0,1975,0.26108674150319955,14.004338320043118,260201.31944940664
2838,5,3,0,1957,1.1351728711925173,5.532267890257685,572336.0581829767
1576,2,3,2,1978,1.243776912221833,6.405643219145,232971.97056743424
4258,2,1,0,1983,0.6747722953615417,30.05915145365112,680166.3580931454
3681,4,3,0,1909,1.1571193603921603,4.532700825787024,626856.4353293289
1447,5,3,1,2020,0.8926251408597573,34.3118295978862,291248.048462055
4238,5,2,1,2009,0.4234537562263121,18.092839990598733,811464.3707791554
3231,5,3,1,1989,1.3893875154374395,3.729486360685451,659828.3439303078
4507,4,2,1,1916,1.0603185498606864,14.99474242155903,767829.7027815871
1369,5,3,1,1973,1.3235851956341567,20.565620052853664,339590.3531091335
593,5,2,0,1960,0.4581234171675195,18.96134013635245,231409.5351038704
3487,5,1,0,2019,1.3787266245525205,25.99636162777107,670791.5841983914
2275,5,1,2,1910,0.5787669487518127,25.636527999316975,523228.401857586
2760,2,3,1,1916,0.0638212345960318,18.62130976729887,415946.71406562324
935,3,2,1,1974,0.15879123504901532,45.06183162236789,140786.17060477388
4800,2,1,1,1914,0.17954080237895348,11.780767397911614,820921.0213983082
3644,5,1,1,1903,0.3503578838976441,17.674025789384828,677795.4989298095
4087,1,3,1,1988,0.3204568793843877,28.129559462791022,674351.7395234125
576,1,2,0,1999,0.13394629134526898,13.018192855002482,185983.19124270874
1315,4,2,0,1952,1.3483190268828094,8.361171014763038,307409.9710917339
1267,2,1,1,1946,1.2510496213649454,1.3098143485217557,275570.8126803073
4185,4,3,0,1994,1.156093687874401,47.319672608237546,686559.817777875
605,4,1,1,1945,0.7447434243662132,39.42622093221363,87413.14626575439
4416,1,1,2,1928,0.666464823042286,44.55377901531267,686412.2134364208
3373,2,3,1,1930,0.6667785038348402,2.971047587834673,595384.744286603
3846,3,3,2,1972,0.42956274430596947,4.596279734947033,625460.4167038107
3648,2,3,2,1947,0.9319735395825903,28.047230033550385,672366.3330475835
3648,4,2,1,1955,0.13566549401772593,2.134409277073843,663165.8137299118
1965,5,3,1,1964,1.0052366707971763,14.298576839055249,413915.5715587766
3087,4,3,1,1902,0.795093322587148,48.65864640977568,523437.3161692202
744,2,1,1,1903,1.2339543195569682,18.515369686311768,215418.9279353454
3125,1,3,0,1918,1.4604758084036198,48.99051814368931,522068.93189768004
4349,2,3,0,1940,1.3210846999161563,6.807458990614255,717689.6613399313
1905,3,1,2,1921,1.0938900098867599,19.870684691974024,322157.696454728
1481,5,2,1,2014,0.6775359483323925,1.284647277022065,325902.30778190284
4308,5,3,0,1971,0.3610601799579283,29.984346692669018,842035.6227464176
641,4,1,0,1924,1.0140663099496636,17.74595542142077,120501.5419540302
1392,2,2,0,2021,0.3423187080589717,25.695022986631166,306547.53039865906
2899,1,2,2,1903,0.07937547739370658,39.94122126695538,384722.62361058046
3460,3,3,0,2008,0.8811878227346607,28.008123982272654,531201.2112113369
2699,4,2,1,1952,0.621489097066812,33.59835116845548,381252.1156347068
1969,2,3,0,1950,1.3202270662355222,24.137471510291284,293334.28820404835
3200,1,2,1,1977,0.9863810887829773,37.64723874558204,501166.2661944912
3505,2,2,0,1904,0.9885126501652503,30.522859471830387,567281.5894383823
3874,1,2,1,1949,1.1924449190726898,43.42640489138853,625819.2046073677
1155,2,3,2,1949,0.5366954016483514,38.03864675853758,242805.09829551732
3268,2,2,0,1958,1.439349329868126,12.370092249319178,612825.6026451393
542,4,1,0,1992,0.37091616262361493,26.699547499191322,112950.05328739762
2811,2,1,2,1920,1.3139358503974685,43.87261279330454,351277.25144166255
2160,2,2,2,1978,1.3707194523984316,43.08608335518073,379838.8360851451
2724,4,3,2,1922,0.10660854645336065,24.379661465984316,453533.5326690506
2610,4,1,1,1980,0.9661420502615111,16.375178769840534,523548.32000018406
1457,5,2,1,1902,1.1366602179998657,11.320839340295194,375059.7197791727
1060,5,1,0,1996,1.433054086706963,10.523078549089703,248231.03985559024
1830,4,1,1,2019,0.4144994037502451,8.048134687349572,426420.28415130905
1812,3,1,0,1949,0.8646827544708553,49.98182867523571,266191.2936357701
2321,1,1,2,1953,1.1710203282702032,33.467132720948186,353988.72380009905
3502,4,1,0,1990,0.2651155031702825,16.414250636552822,707647.8915024943
3903,5,2,2,1915,1.2868240878566697,15.369736387308576,699354.0283918942
3151,2,1,2,1905,0.635275145557926,15.96762187779745,581146.9805270446
2314,4,2,0,1940,0.9776387259270362,43.75102796859855,443384.9022367975
2241,4,1,1,1953,0.11095524349594632,26.146358568542308,413562.8972900454
4308,5,3,1,1909,0.3732574011885518,14.303025599982048,722029.7314943817
3377,5,2,0,2017,0.7433682383895538,40.12214691122921,548949.5422739864
3770,3,3,1,1928,0.4693538366495272,37.76114488761088,496208.54664093675
4583,5,3,2,1958,1.4388727166812258,23.91248123427319,777376.8488325833
1245,5,1,2,1980,1.2026521300266682,34.74895216982848,322596.4155447559
1057,5,1,1,2002,1.304075884004587,37.16914291586394,235048.91115805056
3801,2,1,1,1945,0.7261609633903934,3.4269233364786276,688499.2635647985
1441,4,1,2,1977,0.7367809981472884,43.90086366927925,209187.81789185526
4523,4,1,0,1911,1.2175240684369741,15.062352784451198,746912.0529802975
2796,5,3,1,2001,0.6119224741388521,49.07407946190309,494508.53487150336
1439,3,3,1,1928,0.7472314895117783,45.50219490254254,243884.88458649316
2110,5,1,0,1977,0.8164551115947,1.9455265209548314,523797.38533535687
2225,3,1,2,1971,0.9303786329293176,31.425620214929957,376783.4827620655
1484,4,2,0,1948,0.9924572125778485,48.29068225362142,249315.20418283535
2087,3,2,0,2003,1.0370900183017884,28.683577121768806,389199.001533947
4521,3,3,0,1939,0.6938134290649052,31.165951053664415,676982.371276682
1836,1,3,1,1980,0.4779629398696123,46.61804007034052,222426.86110778747
3637,3,3,2,1942,1.3842235015144007,29.065306894109145,660578.9635070161
1161,3,1,2,2002,1.2487464616480002,12.975255408408781,339784.4945562329
532,2,3,1,1986,0.05498422009369943,23.554141359381326,164270.0545992418
3914,4,3,0,1906,0.7937389604398732,18.149701967584843,701182.7089975588
1656,5,3,1,1911,0.44817441650519535,9.188920685568295,332872.53809180605
3626,1,2,0,1979,0.9819570339485344,11.49174783541127,576674.698086922
560,3,3,0,1912,0.7788277612933775,3.9935333472320806,169014.7149055755
4428,2,3,0,1960,0.08069137971023593,9.268942227543478,795580.6916755106
2043,2,2,0,1946,1.1052701659492365,13.704993091705626,417723.4911401327
771,5,3,1,1918,0.44931081493159253,38.15714579427419,106872.33882679648
4576,5,1,0,1902,0.42734295274387246,18.933331565644,771074.7485632761
3888,4,2,1,2006,0.09629287026505834,34.857336676491414,759736.6314819083
3252,3,3,0,2019,1.2510874400967942,49.81168568350846,587623.0019674468
3209,2,2,1,1971,0.8893172903954084,29.504958802452542,505955.68910186744
1654,1,3,2,1939,0.7530219395783554,31.092750761422362,358938.9689543347
4905,4,3,1,1911,1.0299285708231634,28.058219322765204,827031.1064032982
4353,3,2,2,1930,0.5507866255679559,20.379810921864582,704695.277631037
2245,5,1,1,1934,0.8757379945314243,10.10162662597917,468593.8889738236
3932,3,2,2,1983,0.4114464416873715,48.89793847069646,688054.7060908353
837,5,1,1,1991,0.1412849585984416,24.420404177278563,162251.1383180573
509,3,1,0,1965,0.8639478603911295,46.85830516440754,104678.54118750503
4644,1,2,2,1926,0.3707279936690206,13.731491137910083,725501.8963185042
1230,4,3,0,1902,1.1375611624143027,6.318690532604613,238568.19581327616
2148,5,1,2,1947,0.7051725809228914,32.20691062303598,364499.6457709251
4728,1,2,0,1920,0.41307779534348066,42.715572797741935,647750.5024722862
4154,2,3,0,2014,0.9321015085152411,33.4484494096932,680948.6828950082
2630,1,3,1,1951,0.21910014294394065,37.39876271769662,371006.9197692383
4971,1,3,0,1906,1.154064626904039,30.812878142949,861917.098652347
2896,1,2,2,1950,0.7056580366251514,37.57212205233556,432148.6839662932
4866,5,2,2,1996,1.228336161035981,17.879442692201565,880714.7555948938
2006,2,3,2,1944,0.2502397365601674,20.083806434795793,448089.8801818149
2658,4,3,1,1945,0.6046863011670413,39.23258676274379,436055.0955768447
3416,1,3,1,1932,0.3110430448597225,40.27199475567266,538372.8675671152
4671,5,3,2,1935,0.13873357551383714,5.046330492486156,921741.2810668733
3729,5,2,0,1916,1.4352540748052398,1.8301372609139843,711805.2165392732
4103,4,3,1,1905,1.1036404017686543,33.65980197895049,622430.2594531333
2166,3,1,0,2015,0.5221276523579494,5.137264734172726,448145.84865187004
4924,2,1,1,1920,0.40691803662468345,9.398777077399613,898328.0229396431
4636,2,2,1,1937,0.34626677970940134,10.663351436822817,735199.3448353503
3469,1,1,1,1933,0.11236515677223693,25.95755017921503,604194.6784541997
3189,3,1,1,1948,0.198870571736315,10.85459254161998,580571.9294372905
2826,2,1,2,1960,0.1992153928276824,9.863183885124897,498172.6064302078
3310,1,2,1,1957,1.016084220319893,1.5215565229816743,622057.9673376513
3016,3,1,1,2011,0.9123260556198757,38.56070570091693,425645.9820661173
3971,5,3,2,1975,0.8738804159402291,7.658173593618328,710927.1249526412
512,1,1,2,1911,1.1149713639286283,28.869229546536918,133392.36222415062
3470,3,1,2,1917,0.4141997711623527,15.685302296153017,602822.9850623165
4121,4,1,2,1961,0.5465887631171439,9.966414155318635,737068.735826067
4183,2,3,0,2011,0.23371743257386512,17.995874649745303,721827.6446595929
3973,1,2,2,1905,0.9021807528925271,13.615791070203025,727486.4775426696
3622,5,2,2,1976,1.4027130609904717,22.228845269518946,655693.2786729626
3964,1,1,2,1994,1.3015498578867204,34.81801690859509,602958.6094831923
1152,2,3,0,2021,0.8547482765158725,3.495376944389899,291829.852297849
1120,2,1,2,1988,0.9846812092252225,9.979638515723776,229205.3419007406
4290,3,2,0,1947,1.4888480130222739,4.933396640184085,734814.0658639098
2145,5,2,1,1987,0.8001643463682605,48.42281773654932,442917.0373771521
2743,3,3,0,2005,1.3123529074983555,29.121850744301685,429732.86919802026
3991,5,3,2,1910,0.775953030484515,41.19674833726555,675808.951908546
4211,1,2,0,1932,0.11940916480447095,14.067010946688255,697717.219320472
4188,1,2,0,1920,1.4052590909766753,44.87458464988338,586436.4929858887
1879,3,2,0,2002,0.21222640341207072,31.8202488738814,338234.1594091199
4743,4,1,0,1923,1.0710726132328567,20.89280076462916,864541.6147147253
2545,2,2,0,1954,0.3950404804842516,30.4275847337865,392639.7992700572
3548,3,2,0,1948,1.3565032110724615,7.245999263116554,677662.8368179547
1888,3,3,0,2007,0.3407088114179101,16.34421321521173,408682.7584978471
901,1,2,0,2015,0.2531078601078586,27.42238045671128,209588.24671411095
3153,2,2,1,1983,0.6861337889003806,32.381906854559006,585505.1830074176
4824,3,3,1,2010,0.7701871096894062,11.62123406868911,832468.473531267
4423,1,2,2,1908,1.2374448531567677,49.60146510149167,798348.098724654
767,1,3,2,1994,1.155483996807717,41.820812581514595,197304.85685421526
4721,3,3,2,1991,0.5259897799946583,29.41874159650839,796640.1626080616
2225,3,3,2,2017,0.6081772284225386,48.69265954400128,377267.531066044
1612,1,3,2,1937,0.8861720243062049,26.117557676664237,348031.3104238782
3175,3,3,2,1904,0.8497852370043885,47.41082337509091,530024.6998308077
1780,2,3,1,2000,1.2999675661574235,37.836108316426596,319541.578340835
1732,1,3,1,1940,0.7350869992064258,11.649976665884658,323383.17467564833
4876,1,2,1,1933,1.3455880607275188,20.870843788700647,695133.672309344
2363,3,1,0,1973,0.3473539301613539,13.878171980059602,401575.12694832915
4984,3,2,0,1995,1.3080573438278449,36.366804813002496,853284.9962797852
1116,3,3,2,2000,0.4912242783316905,38.56480302945403,276579.1414041622
646,2,3,1,1962,1.1944236016781036,34.52544483326291,144053.99280255116
4177,1,2,2,1916,0.8698117137882557,27.733759406084705,715109.0232344918
788,4,1,1,1952,1.3195647072613423,20.701503333907347,159153.97265902342
1909,2,2,1,1935,0.38531795972206373,49.22935290278282,275474.80186556856
513,2,2,2,1935,1.0671735407162188,2.372677574491664,175831.27090412413
756,1,2,2,1912,1.2809915586279625,7.069039174570968,181364.4879860554
2221,4,1,0,1919,1.1762012062338159,30.338218396963526,484724.78818354226
1923,1,3,1,1950,0.8706990395917946,38.035305390981236,376519.4089454152
3490,2,1,0,2001,1.0293288473468154,47.9225584517745,507204.36929158436
1695,3,2,0,1982,0.3349497965448243,25.03298660648191,304345.7062920686
4865,1,2,0,1985,0.36387230978321294,14.028210614415617,642962.0449695018
1744,1,1,0,1915,0.4375712607704541,43.30295908101654,292917.05232479674
3723,3,1,1,1905,1.2506198561473072,22.58852555497957,641769.7913988858
3970,4,3,1,1974,0.29278748646770175,7.324254964769878,716470.7248813006
4667,4,3,0,1909,0.4834378008234405,26.581866902634243,814955.9415424011
4469,1,1,1,1930,1.3846296363066015,26.75052598055676,771006.0935168774
1806,3,3,0,1917,1.1450913169475396,12.231837708199262,434007.00191649207
2621,1,2,2,1995,1.1130322542123525,7.957112245013421,424714.1799430679
2902,3,1,0,1940,0.7099550805791833,7.982246525519505,534306.6677704599
996,2,3,2,2005,1.0684242585787325,41.343970071105346,221172.63059749597
3899,3,2,0,1946,0.8703053471780089,25.550880861107917,594343.999861684
4106,1,1,0,1923,0.15362369716046928,37.08131492124426,641927.46582983
1409,5,3,1,2009,0.8859629022798808,48.161330941935304,282277.3749281671
872,4,2,2,1979,0.7057585557720114,39.807835306952285,249250.70808930372
4957,1,1,1,1992,0.215246006399323,8.691691179370881,824285.1704165015
1844,3,3,0,2002,0.549184271967272,21.574787718568246,334117.44876803644
823,3,2,2,1988,1.3474561940594094,25.30714199146776,190865.61239414386
2931,4,2,0,2003,1.2153685979440145,35.361975169238015,509845.95812829863
3284,1,2,2,1988,1.3751597299117506,48.280149175727054,522226.2556850061
2893,5,2,2,1939,1.0897656363128643,14.9676103892088,443359.2762836901
4420,2,1,0,1944,0.9672028100415044,43.199403148110925,619696.6032758134
1715,5,2,0,1982,0.25189455593725113,4.535737164337535,311577.4700566707
2195,2,1,1,1973,0.20545397225768464,43.72661521863431,350636.59037105454
2407,2,1,1,1900,0.40779249650297134,35.03583869250668,336507.49177927925
1280,1,3,0,1926,0.5055859064708863,2.3983979876199166,263226.6216898379
1519,2,1,1,1921,0.9302014866558166,30.927126146223312,259024.72220609436
3765,3,2,1,1927,1.322098166944222,46.63600879546186,589919.9501785887
1903,2,1,0,1947,1.3415593707235993,22.195464201871772,271939.259034802
1926,2,1,2,1934,1.0394171875479117,6.74654409313889,362158.6082133015
1163,4,3,0,1902,0.8821752538205747,49.44216872236193,240560.03362014654
3147,4,1,1,1937,0.40436349742055405,21.418912531096677,596313.3422589105
510,1,3,0,1989,1.4100195249819771,26.86383425450644,125420.49848173762
1538,1,1,0,1943,1.0231136013640085,48.39800762615447,163877.54806279676
3325,3,3,2,2020,0.823512931126049,29.655266148808945,553734.7691260455
3503,4,1,2,1904,0.2007367512729621,34.13252596168679,586386.0852327017
1575,5,2,1,2011,1.2475307994804805,35.78752369471802,371203.25442097394
3588,1,1,1,2012,0.5560389850251605,37.920832355116794,518355.90884303546
2289,1,3,1,1973,1.355850704099862,40.20799722813134,447088.6037246818
3536,4,3,1,1906,0.2942015506553956,4.664004588268026,620952.3702840384
4153,4,2,1,1993,0.12046280188674081,46.78257769839767,620510.1784659531
3675,3,2,0,1988,0.6803557301043933,27.722345112687776,533072.2539242668
4799,4,3,0,1941,0.16353965250314748,27.159073914288726,750837.617773093
1576,2,2,1,1997,0.1396142992339263,41.94061737925604,243559.435221328
1473,5,1,2,2010,1.0849117711287797,16.031346388407215,333542.4399793816
2365,2,1,2,1956,0.42319469972891716,33.1401162205903,468184.83750122524
3625,2,2,1,1984,0.9763335304913315,16.53354965351829,633346.106144054
1799,2,1,0,1928,0.8777073351272864,38.28203340370434,251322.43359507775
3906,1,1,2,1980,0.254091466235429,22.214509369571207,660838.5997999455
1658,2,2,2,1962,0.6093796062927267,10.144823282816066,405558.511496376
3629,1,3,2,1935,0.14579263494353395,45.535249481602754,549195.3692523558
604,4,1,2,1939,0.6614262817403131,37.91207128100862,144541.00864969162
4067,5,2,0,2014,0.3144250315207678,1.695188892124699,697468.3306752908
4848,5,3,0,1920,0.1896484818004313,4.160233250454866,892353.3787191546
4890,2,1,2,1997,0.5096285828536625,19.57365316371098,812670.3763162408
1681,5,1,0,1952,0.05495791729495053,39.22516885746133,221388.09710776916
3638,1,2,0,1915,1.1487650781812362,14.521760043066086,604983.4176633726
4894,4,1,1,1945,0.2793663813288192,49.54737614652328,772803.5025300898
4034,2,3,1,2007,0.9574632563314576,46.03497183453791,736999.3956826095
4696,3,2,1,1908,1.2572442230567815,43.36701189405141,652453.726202619
3627,5,2,1,2007,1.3799955062421716,1.4480167245134252,696081.797010858
2274,5,2,2,1902,0.8584834107888819,48.23663195830684,379393.58486531297
4314,2,2,1,1922,1.193011547206476,29.979953210664302,603212.4830684729
591,5,3,1,1912,0.7094190131344469,29.97415748403121,189530.47598413593
946,5,3,0,1937,0.7607621258162968,5.833854739666514,255028.18078525414
608,3,3,2,1933,0.842819675199944,30.862102078596436,136661.80929107123
4912,1,3,0,1993,1.0216987019354553,26.905688211113503,773068.5323213239
3739,2,3,0,2002,1.0213802140755266,27.52988753055891,664781.3650543519
4553,2,3,0,1925,1.1887979896901453,10.380095957029322,614999.0121433556
1745,3,2,1,1931,0.9445687776863236,27.61397816065982,394940.12544908613
3220,3,2,2,1919,1.3298195456450794,4.54423044954764,597363.6836131517
777,1,2,1,1945,1.0783923030654834,2.0479425977151373,122852.33646108395
3556,4,3,2,2001,1.3969813744040107,11.44575334755594,688811.8520633125
3422,2,2,0,1954,1.1381333275275953,40.283048048503986,586135.2245321844
3013,5,3,2,1908,1.1211213006118104,30.573461944650095,553624.8148359758
1338,1,2,0,2002,1.2975759415494788,44.82104106670001,240883.7503305426
3301,2,3,1,1950,1.000924745865117,20.060445064188997,624218.6661817167
529,1,3,0,1956,0.3103842123073069,18.142360921184302,179193.63300701184
1757,4,3,1,1979,0.17030408603871106,35.302401413517714,401130.5313348718
864,2,1,1,1944,0.5079478821722516,20.946906871161033,208512.85652689723
2300,5,1,1,1937,1.230871110907624,19.67992487001983,381256.3204176584
1404,2,3,0,1967,0.08147639171744508,23.836378635941614,315217.765158135
2678,1,2,1,1911,0.2675574390624064,6.621697560681418,562914.2781773332
3350,4,3,2,1989,0.20386791781712654,10.938500437924953,590912.3344943804
3336,1,3,2,2016,0.10390370578037213,30.562786872327063,551638.2548589631
4946,1,1,2,1909,1.2249115640071042,30.814314717178974,760094.558887919
679,3,3,2,1979,0.45539947177180745,29.92179753976733,216037.9092524691
4373,1,1,1,1964,1.1069427704389807,10.790277402831157,666845.1520012189
4460,4,2,2,1911,0.25577256084229427,22.343339002615085,689343.096366592
1686,5,2,0,1951,0.6429539098258475,46.12934033163383,272127.54607975506
4459,3,2,2,1950,0.21887512146233,43.18663212737196,725227.1490045821
1273,1,3,2,1985,0.053596590419028,28.316778167254515,238268.99630169146
4960,2,1,0,1963,0.9390852417301856,45.1410477397394,745025.8517446625
852,3,3,0,1956,0.7474237967594479,34.07551395964348,203960.91592227507
3528,4,2,2,1992,0.6541225644300354,21.200734319091318,689060.6721804435
617,2,3,1,1918,0.16405636671498347,39.044553442166105,116152.3183826764
981,4,1,0,1929,0.9028969926519883,15.799029871963477,297820.30955281085
4787,2,1,1,1991,1.181001502271135,42.87808951137606,643479.4112761845
3137,5,2,1,1984,0.1475044862602096,17.1455638749925,542483.2142450074
606,4,2,2,1981,0.6495145942182626,39.933321417424445,41801.43503467212
4977,2,2,1,2004,0.5017568918983162,14.783970447621758,843302.3604055212
743,4,3,1,1923,1.3432211332001327,45.92889155517624,192576.44589060007
3132,3,1,1,1925,0.43085089430248236,10.057573870066587,506797.53991916624
1365,4,3,2,1935,1.4192069665877451,36.23073483053951,272887.8185721953
3481,4,2,0,2006,1.2511835234405992,21.025285293535593,540671.9802809248
2061,2,1,2,1955,0.19523038140209054,1.9045350530337735,445336.2814724687
1103,4,2,0,1979,0.7469247204484862,17.26060295686984,173725.07932162404
3562,5,1,1,1957,0.9910521438194015,10.929505495587957,733169.0249606721
4518,1,1,0,2015,0.909954056043504,28.206637859134617,681788.6287160804
2515,3,2,0,1931,1.0348839643926961,13.733765886433192,460844.24231145246
2158,2,1,0,1901,0.6681443804430429,4.558334545922492,450263.3669026927
3880,4,1,0,1972,1.3618769657157332,47.70136795825138,610783.0899408475
4267,4,2,1,1981,0.4420232291286911,42.411505623258755,675770.59422648
4270,4,1,0,1948,0.18644620033505038,3.2215623414008365,767725.2659501233
2113,3,2,0,2012,1.4680621436132228,14.299289905534053,374114.8767429865
2379,1,3,1,1945,0.9953403042450485,31.893360249566477,381140.55918595404
4608,5,3,0,2008,1.0058364387883922,16.74667925515827,829554.9223134998
2846,5,2,2,1982,1.2354136208456932,14.808365701070283,565610.2384170842
1599,2,1,0,2021,0.6610900977018885,30.197199823713284,199092.72496171208
1574,1,3,2,1954,0.6100415684083352,10.52278088177561,279507.49074980424
1286,1,2,2,2001,1.4262602607513513,32.77781661294092,364404.03442194755
648,3,2,2,1911,0.6108329659300615,5.376067374414227,209455.76935115896
2254,4,1,1,1976,0.16379286390253445,16.922696173171854,422141.25844582595
2669,1,1,2,1962,0.49635276193939365,6.663447900755154,514803.2424315219
4256,4,1,2,1934,1.3166349259076968,15.533535468110564,828317.6963286072
1679,3,2,1,2011,0.1876920737611702,34.45726880641781,236252.83982873207
3809,2,3,1,2016,1.089222664898426,38.430816320633866,629988.5245199925
2923,2,2,2,1973,0.4362816348947395,8.105069285998042,520985.7905193414
4677,4,1,1,1921,1.1313670387805592,37.564873872099696,776050.1230636553
1424,4,1,0,1909,0.7961039646041701,5.130029550397161,245704.39313875898
2103,1,2,2,1949,0.9730347954486518,11.610817708211705,451833.15868208103
3552,3,1,2,1934,0.40263454400275356,25.516005856820232,585036.941762461
4718,2,1,0,2008,0.2937719853538475,48.59199860669996,697981.0562134683
2877,1,2,1,1915,0.141797320951016,48.70430602996731,435223.7492807267
3980,5,3,0,1935,1.2470863466958102,24.43893400361201,650859.391389085
